Employee ID,Employee Name,2024 Review 2_ef,2024 Review 2_mr,2024 Review 1_ef,2024 Review 1_mr,2023 Review 2_ef,2023 Review 2_mr,2023 Review 1_ef,2023 Review 1_mr,2022 Review 2_ef,2022 Review 2_mr,2022 Review 1_ef,2022 Review 1_mr,2021 Review 2_ef,2021 Review 2_mr,2021 Review 1_ef,2021 Review 1_mr,2020 Review 2_ef,2020 Review 2_mr,2020 Review 1_ef,2020 Review 1_mr,2019 Review 2_ef,2019 Review 2_mr,2019 Review 1_ef,2019 Review 1_mr,2018 Review 2_ef,2018 Review 2_mr,2018 Review 1_ef,2018 Review 1_mr,2017 Review 2_ef,2017 Review 2_mr,2017 Review 1_ef,2017 Review 1_mr,2016 Review 2_ef,2016 Review 2_mr,2016 Review 1_ef,2016 Review 1_mr,2015 Review 2_ef,2015 Review 2_mr,2015 Review 1_ef,2015 Review 1_mr
E0188,Employee_188,I feel a bit challenged working with a lack of diversity and hostile environment. Would like to see some changes.,Employee consistently delivers outstanding results and is an asset to the team. Encouraging broader skills development will unlock more potential. Their leadership potential is evident and should be nurtured.,I'm grateful for the bonuses and great insurance options. Promotes healthy work-life balance.,"Employee performs steadily and is a dependable team member. With focused development, they could take on more responsibilities. They actively contribute to cross-functional teams.",I admire the wellness programs and mental health support. Encourages me to stay longer.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. Should work on aligning personal goals with team objectives.,Unhappy with poor leadership and lack of feedback. Affects overall morale.,Employee exhibits both competence and potential. Targeted challenges and responsibilities can further accelerate their growth. Exceeds expectations in task ownership and accountability.,Happy to have the great leadership and mentorship. Promotes healthy work-life balance.,Employee achieves high-quality outcomes but does not exhibit potential for leadership. Further skill development is recommended. Adapted well to new tools and workflows.,Unhappy with being not paid well and the salary not being competitive. Hope this improves over time.,Employee achieves high-quality outcomes but does not exhibit potential for leadership. Further skill development is recommended. Focus on improving their ability to meet deadlines.,I've noticed issues with lack of mental health and wellness support. Affects overall morale.,Employee achieves high-quality outcomes but does not exhibit potential for leadership. Further skill development is recommended. Demonstrates excellent communication and problem-solving skills.,I admire the time autonomy and good flexibility. Keeps me motivated and satisfied.,Employee consistently delivers outstanding results and is an asset to the team. Encouraging broader skills development will unlock more potential. They actively contribute to cross-functional teams.,Love the way the competitive salary and good benefits. Promotes healthy work-life balance.,"Employee performs steadily and is a dependable team member. With focused development, they could take on more responsibilities. Their leadership potential is evident and should be nurtured.",Unhappy with lack of mental health and wellness support. Would like to see some changes.,Employee consistently surpasses expectations and inspires others. Grooming for strategic leadership roles will maximize their impact. Exhibited creativity and innovation in their recent assignments.,,,,,,,,,,,,,,,,,,,,
E0189,Employee_189,I've noticed issues with instability with unclear policies. Hope this improves over time.,"Employee shows remarkable promise despite current performance gaps. With mentoring and tailored opportunities, they could excel. Adapted well to new tools and workflows.",I've noticed issues with being underpaid and the salary not being competitive. Hope this improves over time.,Employee consistently surpasses expectations and inspires others. Grooming for strategic leadership roles will maximize their impact. Exceeds expectations in task ownership and accountability.,Sometimes it's hard to align with no professional development or promotions. Makes me consider leaving.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. Adapted well to new tools and workflows.,I've noticed issues with poor leadership and lack of feedback. Hope this improves over time.,Employee achieves high-quality outcomes but does not exhibit potential for leadership. Further skill development is recommended. Their leadership potential is evident and should be nurtured.,I'm disappointed by long hours and feeling burned out. Makes me consider leaving.,Employee achieves high-quality outcomes but does not exhibit potential for leadership. Further skill development is recommended. Needs improvement in handling complex client interactions.,I feel a bit challenged working with lack of mental health and wellness support. Would like to see some changes.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. Exceeds expectations in task ownership and accountability.,I feel a bit challenged working with being lack of incentives and the salary not being competitive. Makes me consider leaving.,Employee shows potential but struggles with performance consistency. Structured guidance could help stabilize results. Focus on improving their ability to meet deadlines.,Sometimes it's hard to align with lack of mental health and wellness support. Hope this improves over time.,Employee exhibits both competence and potential. Targeted challenges and responsibilities can further accelerate their growth. Their leadership potential is evident and should be nurtured.,Unhappy with not being appreciated or valued. Hope this improves over time.,Employee consistently delivers outstanding results and is an asset to the team. Encouraging broader skills development will unlock more potential. Focus on improving their ability to meet deadlines.,It's great working with the inclusive and team-oriented culture. Keeps me motivated and satisfied.,"Employee performs steadily and is a dependable team member. With focused development, they could take on more responsibilities. Requires more consistency in delivering high-stakes projects.",,,,,,,,,,,,,,,,,,,,
E0190,Employee_190,Always impressed by the well-compensated and extra perks options. Encourages me to stay longer.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. Adapted well to new tools and workflows.,Always impressed by the friendly environment and belongingness culture. Promotes healthy work-life balance.,Employee achieves high-quality outcomes but does not exhibit potential for leadership. Further skill development is recommended. Exhibited creativity and innovation in their recent assignments.,It's been difficult collaborating with poor leadership and lack of feedback. Affects overall morale.,Employee consistently delivers outstanding results and is an asset to the team. Encouraging broader skills development will unlock more potential. Demonstrates excellent communication and problem-solving skills.,I've learned a lot from how I'm recognized for my work and get feedback. Makes me feel valued and supported.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. Adapted well to new tools and workflows.,Often frustrated due to being underpaid and the salary not being competitive. Would like to see some changes.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. Focus on improving their ability to meet deadlines.,Love the way the wellness programs and mental health support. Promotes healthy work-life balance.,Employee exhibits both competence and potential. Targeted challenges and responsibilities can further accelerate their growth. Requires more consistency in delivering high-stakes projects.,It's great working with the inclusive and team-oriented culture. Promotes healthy work-life balance.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. Should work on aligning personal goals with team objectives.,Always impressed by the bonuses and great insurance options. Makes me feel valued and supported.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. Their leadership potential is evident and should be nurtured.,There are moments where no professional development or promotions. Hope this improves over time.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. Exhibited creativity and innovation in their recent assignments.,Unhappy with not being appreciated or valued. Hope this improves over time.,"Employee shows remarkable promise despite current performance gaps. With mentoring and tailored opportunities, they could excel. Exhibited creativity and innovation in their recent assignments.",,,,,,,,,,,,,,,,,,,,
E0191,Employee_191,Always impressed by the trusted leadership and encouraging boss. Encourages me to stay longer.,"Employee performs steadily and is a dependable team member. With focused development, they could take on more responsibilities. Demonstrates excellent communication and problem-solving skills.",Often frustrated due to being underpaid and the salary not being competitive. Affects overall morale.,Employee shows potential but struggles with performance consistency. Structured guidance could help stabilize results. They actively contribute to cross-functional teams.,Love the way the opportunities for training support and trusted leadership plans. Makes me feel valued and supported.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. Adapted well to new tools and workflows.,Unhappy with lack of mental health and wellness support. Would like to see some changes.,Employee exhibits both competence and potential. Targeted challenges and responsibilities can further accelerate their growth. Requires more consistency in delivering high-stakes projects.,It's great working with the wellness programs and mental health support. Promotes healthy work-life balance.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. Requires more consistency in delivering high-stakes projects.,Often frustrated due to no growth opportunities or promotions. This is causing dissatisfaction.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. Exhibited creativity and innovation in their recent assignments.,I've learned a lot from the opportunities for open-door policy plans and clear career ladder. Promotes healthy work-life balance.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. Focus on improving their ability to meet deadlines.,Happy to have the fair salary and extra perks options. Encourages me to stay longer.,Employee exhibits both competence and potential. Targeted challenges and responsibilities can further accelerate their growth. Their leadership potential is evident and should be nurtured.,Love the way the opportunities for upskilling and growth path. Fosters a sense of belonging.,"Employee performs steadily and is a dependable team member. With focused development, they could take on more responsibilities. Adapted well to new tools and workflows.",It's great working with the opportunities for upskilling and growth path. Promotes healthy work-life balance.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. Requires more consistency in delivering high-stakes projects.,,,,,,,,,,,,,,,,,,,,
E0192,Employee_192,I've noticed issues with lack of transparency with frequent leadership changes. Would like to see some changes.,"Employee performs steadily and is a dependable team member. With focused development, they could take on more responsibilities. Demonstrates excellent communication and problem-solving skills.",There are moments where no growth opportunities or promotions. Would like to see some changes.,Employee consistently surpasses expectations and inspires others. Grooming for strategic leadership roles will maximize their impact. They actively contribute to cross-functional teams.,I'm grateful for the flexible hours and remote work options. Fosters a sense of belonging.,"Employee performs steadily and is a dependable team member. With focused development, they could take on more responsibilities. Adapted well to new tools and workflows.",I admire the flexible hours and remote work options. Fosters a sense of belonging.,Employee achieves high-quality outcomes but does not exhibit potential for leadership. Further skill development is recommended. Should work on aligning personal goals with team objectives.,I really appreciate the great leadership and mentorship. Keeps me motivated and satisfied.,"Employee shows remarkable promise despite current performance gaps. With mentoring and tailored opportunities, they could excel. Demonstrates excellent communication and problem-solving skills.",I admire the inclusive and team-oriented culture. Fosters a sense of belonging.,Employee achieves high-quality outcomes but does not exhibit potential for leadership. Further skill development is recommended. Focus on improving their ability to meet deadlines.,I really appreciate the great leadership and mentorship. Keeps me motivated and satisfied.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. Exhibited creativity and innovation in their recent assignments.,I feel a bit challenged working with sudden restructuring with lack of transparency. Hope this improves over time.,"Employee shows remarkable promise despite current performance gaps. With mentoring and tailored opportunities, they could excel. Needs improvement in handling complex client interactions.",I admire the competitive salary and good benefits. Makes me feel valued and supported.,Employee shows potential but struggles with performance consistency. Structured guidance could help stabilize results. Should work on aligning personal goals with team objectives.,Often frustrated due to lack of transparency with unclear policies. This is causing dissatisfaction.,"Employee performs steadily and is a dependable team member. With focused development, they could take on more responsibilities. Should work on aligning personal goals with team objectives.",,,,,,,,,,,,,,,,,,,,
E0193,Employee_193,There are moments where being underpaid and the salary not being competitive. Makes me consider leaving.,Employee shows potential but struggles with performance consistency. Structured guidance could help stabilize results. They actively contribute to cross-functional teams.,I feel a bit challenged working with career is stagnant or promotions. Hope this improves over time.,Employee consistently delivers outstanding results and is an asset to the team. Encouraging broader skills development will unlock more potential. Focus on improving their ability to meet deadlines.,I really appreciate the bonuses and great insurance options. Encourages me to stay longer.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. Focus on improving their ability to meet deadlines.,I really appreciate the opportunities for upskilling and growth path. Encourages me to stay longer.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. Focus on improving their ability to meet deadlines.,Always impressed by the opportunities for upskilling and growth path. Makes me feel valued and supported.,"Employee shows remarkable promise despite current performance gaps. With mentoring and tailored opportunities, they could excel. Focus on improving their ability to meet deadlines.",Unhappy with being underpaid and the salary not being competitive. Hope this improves over time.,Employee exhibits both competence and potential. Targeted challenges and responsibilities can further accelerate their growth. Exceeds expectations in task ownership and accountability.,Always impressed by the health-first culture and balanced environment. Promotes healthy work-life balance.,"Employee performs steadily and is a dependable team member. With focused development, they could take on more responsibilities. Focus on improving their ability to meet deadlines.",Happy to have the great leadership and mentorship. Encourages me to stay longer.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. Exceeds expectations in task ownership and accountability.,There are moments where being underpaid and the salary not being competitive. This is causing dissatisfaction.,Employee consistently surpasses expectations and inspires others. Grooming for strategic leadership roles will maximize their impact. Should work on aligning personal goals with team objectives.,There are moments where poor leadership and lack of feedback. Affects overall morale.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. Requires more consistency in delivering high-stakes projects.,,,,,,,,,,,,,,,,,,,,
E0194,Employee_194,Often frustrated due to lack of mental health and wellness support. Affects overall morale.,Employee consistently delivers outstanding results and is an asset to the team. Encouraging broader skills development will unlock more potential. Demonstrates excellent communication and problem-solving skills.,Often frustrated due to being underpaid and the salary not being competitive. This is causing dissatisfaction.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. Requires more consistency in delivering high-stakes projects.,Sometimes it's hard to align with lack of mental health and wellness support. This is causing dissatisfaction.,"Employee shows remarkable promise despite current performance gaps. With mentoring and tailored opportunities, they could excel. Adapted well to new tools and workflows.",It's been difficult collaborating with lack of mental health and wellness support. Affects overall morale.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. Adapted well to new tools and workflows.,It's great working with the bonuses and great insurance options. Fosters a sense of belonging.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. Should work on aligning personal goals with team objectives.,I really appreciate how I'm recognized for my work and get feedback. Promotes healthy work-life balance.,Employee exhibits both competence and potential. Targeted challenges and responsibilities can further accelerate their growth. They actively contribute to cross-functional teams.,Unhappy with constant changes with no communication. Affects overall morale.,Employee shows potential but struggles with performance consistency. Structured guidance could help stabilize results. Demonstrates excellent communication and problem-solving skills.,I admire the opportunities for upskilling and growth path. Encourages me to stay longer.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. Demonstrates excellent communication and problem-solving skills.,Unhappy with being underpaid and the salary not being competitive. Hope this improves over time.,Employee consistently delivers outstanding results and is an asset to the team. Encouraging broader skills development will unlock more potential. Adapted well to new tools and workflows.,I'm grateful for how I'm recognized for my work and get feedback. Makes me feel valued and supported.,Employee consistently delivers outstanding results and is an asset to the team. Encouraging broader skills development will unlock more potential. Focus on improving their ability to meet deadlines.,,,,,,,,,,,,,,,,,,,,
E0195,Employee_195,I admire the bonuses and great insurance options. Encourages me to stay longer.,"Employee shows remarkable promise despite current performance gaps. With mentoring and tailored opportunities, they could excel. Demonstrates excellent communication and problem-solving skills.",I admire the opportunities for training support and clear career ladder. Encourages me to stay longer.,"Employee shows remarkable promise despite current performance gaps. With mentoring and tailored opportunities, they could excel. Should work on aligning personal goals with team objectives.",Unhappy with lack of transparency with lack of transparency. Affects overall morale.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. They actively contribute to cross-functional teams.,I've noticed issues with overworking and feeling zero work-life integration. This is causing dissatisfaction.,Employee achieves high-quality outcomes but does not exhibit potential for leadership. Further skill development is recommended. Focus on improving their ability to meet deadlines.,I admire the wellness programs and mental health support. Makes me feel valued and supported.,"Employee shows remarkable promise despite current performance gaps. With mentoring and tailored opportunities, they could excel. Requires more consistency in delivering high-stakes projects.",It's been difficult collaborating with unclear policies with lack of transparency. Affects overall morale.,Employee shows potential but struggles with performance consistency. Structured guidance could help stabilize results. Adapted well to new tools and workflows.,I've learned a lot from the manager listens and manager listens. Promotes healthy work-life balance.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. Demonstrates excellent communication and problem-solving skills.,It's great working with the opportunities for upskilling and growth path. Fosters a sense of belonging.,Employee achieves high-quality outcomes but does not exhibit potential for leadership. Further skill development is recommended. They actively contribute to cross-functional teams.,Love the way the bonuses and great insurance options. Promotes healthy work-life balance.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. Demonstrates excellent communication and problem-solving skills.,Often frustrated due to no internal mobility or promotions. Affects overall morale.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. Their leadership potential is evident and should be nurtured.,,,,,,,,,,,,,,,,,,,,
E0196,Employee_196,Happy to have the competitive salary and good benefits. Promotes healthy work-life balance.,Employee consistently surpasses expectations and inspires others. Grooming for strategic leadership roles will maximize their impact. Requires more consistency in delivering high-stakes projects.,It's great working with how I'm recognized for my work and get feedback. Fosters a sense of belonging.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. Needs improvement in handling complex client interactions.,Love the way the great leadership and mentorship. Promotes healthy work-life balance.,Employee shows potential but struggles with performance consistency. Structured guidance could help stabilize results. Exhibited creativity and innovation in their recent assignments.,I really appreciate the great leadership and mentorship. Fosters a sense of belonging.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. Exceeds expectations in task ownership and accountability.,I'm disappointed by being underpaid and the salary not being competitive. This is causing dissatisfaction.,Employee exhibits both competence and potential. Targeted challenges and responsibilities can further accelerate their growth. Should work on aligning personal goals with team objectives.,I'm disappointed by lack of mental health and wellness support. Makes me consider leaving.,Employee shows potential but struggles with performance consistency. Structured guidance could help stabilize results. Exceeds expectations in task ownership and accountability.,Love the way the opportunities for clear career ladder and training support. Makes me feel valued and supported.,Employee achieves high-quality outcomes but does not exhibit potential for leadership. Further skill development is recommended. Should work on aligning personal goals with team objectives.,Often frustrated due to being underpaid and the salary not being competitive. Would like to see some changes.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. Needs improvement in handling complex client interactions.,Love the way the market-aligned pay and fair salary. Encourages me to stay longer.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. Demonstrates excellent communication and problem-solving skills.,I've noticed issues with no learning path or promotions. This is causing dissatisfaction.,Employee achieves high-quality outcomes but does not exhibit potential for leadership. Further skill development is recommended. Focus on improving their ability to meet deadlines.,,,,,,,,,,,,,,,,,,,,
E0197,Employee_197,It's been difficult collaborating with a toxic culture and unfair treatment. Hope this improves over time.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. Requires more consistency in delivering high-stakes projects.,It's been difficult collaborating with a hostile environment and cliquish teams. Hope this improves over time.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. Demonstrates excellent communication and problem-solving skills.,It's great working with how I'm recognized for my work and get feedback. Fosters a sense of belonging.,Employee consistently surpasses expectations and inspires others. Grooming for strategic leadership roles will maximize their impact. Their leadership potential is evident and should be nurtured.,I've learned a lot from the opportunities for upskilling and growth path. Promotes healthy work-life balance.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. Needs improvement in handling complex client interactions.,Unhappy with unsupportive boss and lack of feedback. Affects overall morale.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. Focus on improving their ability to meet deadlines.,I'm grateful for the flexible hours and remote work options. Encourages me to stay longer.,"Employee performs steadily and is a dependable team member. With focused development, they could take on more responsibilities. They actively contribute to cross-functional teams.",I feel a bit challenged working with unsupportive boss and lack of feedback. This is causing dissatisfaction.,"Employee shows remarkable promise despite current performance gaps. With mentoring and tailored opportunities, they could excel. Should work on aligning personal goals with team objectives.",I've noticed issues with constant changes with no communication. Would like to see some changes.,Employee consistently surpasses expectations and inspires others. Grooming for strategic leadership roles will maximize their impact. Adapted well to new tools and workflows.,Sometimes it's hard to align with not being appreciated or valued. This is causing dissatisfaction.,"Employee performs steadily and is a dependable team member. With focused development, they could take on more responsibilities. Exceeds expectations in task ownership and accountability.",Happy to have how I'm recognized for my work and get feedback. Makes me feel valued and supported.,"Employee performs steadily and is a dependable team member. With focused development, they could take on more responsibilities. Their leadership potential is evident and should be nurtured.",,,,,,,,,,,,,,,,,,,,
E0198,Employee_198,It's been difficult collaborating with being underpaid and the salary not being competitive. Makes me consider leaving.,Employee consistently delivers outstanding results and is an asset to the team. Encouraging broader skills development will unlock more potential. Demonstrates excellent communication and problem-solving skills.,I've learned a lot from the bonuses and great insurance options. Makes me feel valued and supported.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. They actively contribute to cross-functional teams.,Unhappy with no growth opportunities or promotions. This is causing dissatisfaction.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. Adapted well to new tools and workflows.,Always impressed by the opportunities for continuous development and clear career ladder. Encourages me to stay longer.,Employee consistently delivers outstanding results and is an asset to the team. Encouraging broader skills development will unlock more potential. Needs improvement in handling complex client interactions.,Love the way the great leadership and mentorship. Promotes healthy work-life balance.,Employee consistently surpasses expectations and inspires others. Grooming for strategic leadership roles will maximize their impact. Requires more consistency in delivering high-stakes projects.,Often frustrated due to being underpaid and the salary not being competitive. Hope this improves over time.,Employee consistently delivers outstanding results and is an asset to the team. Encouraging broader skills development will unlock more potential. Needs improvement in handling complex client interactions.,I feel a bit challenged working with no time for family and feeling zero work-life integration. Affects overall morale.,"Employee shows remarkable promise despite current performance gaps. With mentoring and tailored opportunities, they could excel. Exceeds expectations in task ownership and accountability.",I've noticed issues with constant changes with no communication. This is causing dissatisfaction.,Employee exhibits both competence and potential. Targeted challenges and responsibilities can further accelerate their growth. Exhibited creativity and innovation in their recent assignments.,There are moments where being not paid well and the salary not being competitive. Makes me consider leaving.,Employee consistently surpasses expectations and inspires others. Grooming for strategic leadership roles will maximize their impact. Their leadership potential is evident and should be nurtured.,I'm grateful for the flexible hours and remote work options. Keeps me motivated and satisfied.,Employee shows potential but struggles with performance consistency. Structured guidance could help stabilize results. Exceeds expectations in task ownership and accountability.,,,,,,,,,,,,,,,,,,,,
E0199,Employee_199,Love the way the wellness programs and mental health support. Encourages me to stay longer.,"Employee shows remarkable promise despite current performance gaps. With mentoring and tailored opportunities, they could excel. Exceeds expectations in task ownership and accountability.",Unhappy with long hours and feeling burned out. Hope this improves over time.,Employee achieves high-quality outcomes but does not exhibit potential for leadership. Further skill development is recommended. Demonstrates excellent communication and problem-solving skills.,Happy to have the inclusive and team-oriented culture. Fosters a sense of belonging.,Employee shows potential but struggles with performance consistency. Structured guidance could help stabilize results. Adapted well to new tools and workflows.,I've noticed issues with lack of mental health and wellness support. Affects overall morale.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. They actively contribute to cross-functional teams.,Happy to have the bonuses and great insurance options. Encourages me to stay longer.,"Employee shows remarkable promise despite current performance gaps. With mentoring and tailored opportunities, they could excel. Should work on aligning personal goals with team objectives.",Happy to have the family-friendly schedule and healthy work-life separation. Promotes healthy work-life balance.,"Employee performs steadily and is a dependable team member. With focused development, they could take on more responsibilities. Demonstrates excellent communication and problem-solving skills.",I admire the supportive peers and open culture culture. Promotes healthy work-life balance.,Employee shows potential but struggles with performance consistency. Structured guidance could help stabilize results. Demonstrates excellent communication and problem-solving skills.,It's been difficult collaborating with constant changes with no communication. Hope this improves over time.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. Exceeds expectations in task ownership and accountability.,Sometimes it's hard to align with being underpaid and the salary not being competitive. Would like to see some changes.,Employee consistently delivers outstanding results and is an asset to the team. Encouraging broader skills development will unlock more potential. Needs improvement in handling complex client interactions.,It's great working with the flexible hours and remote work options. Keeps me motivated and satisfied.,Employee achieves high-quality outcomes but does not exhibit potential for leadership. Further skill development is recommended. Should work on aligning personal goals with team objectives.,,,,,,,,,,,,,,,,,,,,
E0200,Employee_200,I've noticed issues with lack of mental health and wellness support. This is causing dissatisfaction.,Employee achieves high-quality outcomes but does not exhibit potential for leadership. Further skill development is recommended. Needs improvement in handling complex client interactions.,I've learned a lot from the great leadership and mentorship. Promotes healthy work-life balance.,Employee consistently delivers outstanding results and is an asset to the team. Encouraging broader skills development will unlock more potential. Demonstrates excellent communication and problem-solving skills.,I'm disappointed by poor leadership and lack of feedback. This is causing dissatisfaction.,Employee consistently delivers outstanding results and is an asset to the team. Encouraging broader skills development will unlock more potential. Focus on improving their ability to meet deadlines.,I admire the great leadership and mentorship. Promotes healthy work-life balance.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. Needs improvement in handling complex client interactions.,Often frustrated due to no growth opportunities or promotions. Would like to see some changes.,Employee achieves high-quality outcomes but does not exhibit potential for leadership. Further skill development is recommended. Exhibited creativity and innovation in their recent assignments.,Always impressed by the flexible hours and remote work options. Encourages me to stay longer.,"Employee shows remarkable promise despite current performance gaps. With mentoring and tailored opportunities, they could excel. Exceeds expectations in task ownership and accountability.",I feel a bit challenged working with poor leadership and lack of feedback. This is causing dissatisfaction.,"Employee performs steadily and is a dependable team member. With focused development, they could take on more responsibilities. Demonstrates excellent communication and problem-solving skills.",Happy to have how I'm recognized for my work and get feedback. Promotes healthy work-life balance.,Employee consistently surpasses expectations and inspires others. Grooming for strategic leadership roles will maximize their impact. Adapted well to new tools and workflows.,I've learned a lot from the access to therapy and balanced environment. Encourages me to stay longer.,"Employee shows remarkable promise despite current performance gaps. With mentoring and tailored opportunities, they could excel. Exhibited creativity and innovation in their recent assignments.",Always impressed by the flexible hours and remote work options. Promotes healthy work-life balance.,"Employee performs steadily and is a dependable team member. With focused development, they could take on more responsibilities. Their leadership potential is evident and should be nurtured.",,,,,,,,,,,,,,,,,,,,
E0201,Employee_201,Always impressed by the opportunities for training support and skill-building programs. Encourages me to stay longer.,Employee exhibits both competence and potential. Targeted challenges and responsibilities can further accelerate their growth. Needs improvement in handling complex client interactions.,Sometimes it's hard to align with lack of mental health and wellness support. This is causing dissatisfaction.,Employee has struggled significantly to meet performance benchmarks and shows limited growth potential. Immediate intervention is recommended. Exhibited creativity and innovation in their recent assignments.,Happy to have the fair salary and good benefits options. Encourages me to stay longer.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. Needs improvement in handling complex client interactions.,Sometimes it's hard to align with no professional development or promotions. This is causing dissatisfaction.,Employee consistently surpasses expectations and inspires others. Grooming for strategic leadership roles will maximize their impact. Focus on improving their ability to meet deadlines.,I admire the inclusive and team-oriented culture. Promotes healthy work-life balance.,"Employee shows remarkable promise despite current performance gaps. With mentoring and tailored opportunities, they could excel. Demonstrates excellent communication and problem-solving skills.",Love the way the inclusive and team-oriented culture. Keeps me motivated and satisfied.,Employee achieves high-quality outcomes but does not exhibit potential for leadership. Further skill development is recommended. Should work on aligning personal goals with team objectives.,Often frustrated due to a lack of diversity and cliquish teams. Makes me consider leaving.,Employee delivers acceptable results but lacks the motivation to exceed expectations. Encouragement and clear goals may improve engagement. They actively contribute to cross-functional teams.,It's been difficult collaborating with not being appreciated or valued. Would like to see some changes.,"Employee shows remarkable promise despite current performance gaps. With mentoring and tailored opportunities, they could excel. Exceeds expectations in task ownership and accountability.",There are moments where poor leadership and lack of feedback. Hope this improves over time.,Employee consistently surpasses expectations and inspires others. Grooming for strategic leadership roles will maximize their impact. Should work on aligning personal goals with team objectives.,I really appreciate the great leadership and mentorship. Encourages me to stay longer.,Employee achieves high-quality outcomes but does not exhibit potential for leadership. Further skill development is recommended. Their leadership potential is evident and should be nurtured.,I'm grateful for the health-first culture and employee assistance. Encourages me to stay longer.,Employee exhibits both competence and potential. Targeted challenges and responsibilities can further accelerate their growth. Exhibited creativity and innovation in their recent assignments.,,,,,,,,,,,,,,,,,,
