Employee ID,Employee Name,2024 Review 2,2024 Review 1,2023 Review 2,2023 Review 1,2022 Review 2,2022 Review 1,2021 Review 2,2021 Review 1,2020 Review 2,2020 Review 1,2019 Review 2,2019 Review 1,2018 Review 2,2018 Review 1,2017 Review 2,2017 Review 1,2016 Review 2,2016 Review 1,2015 Review 2,2015 Review 1
E0298,Employee_298,negative,negative,positive,negative,negative,negative,negative,positive,positive,positive,positive,negative,negative,positive,positive,,,,,
E0299,Employee_299,negative,negative,positive,negative,negative,negative,negative,negative,negative,negative,negative,positive,negative,positive,negative,,,,,
E0300,Employee_300,negative,positive,positive,positive,negative,negative,negative,positive,positive,positive,positive,positive,negative,negative,negative,,,,,
E0301,Employee_301,positive,negative,negative,positive,negative,negative,positive,negative,negative,negative,positive,positive,positive,negative,positive,negative,,,,
E0302,Employee_302,positive,positive,negative,negative,negative,negative,positive,negative,negative,negative,negative,positive,positive,negative,negative,negative,,,,
E0303,Employee_303,positive,positive,positive,negative,positive,negative,positive,negative,negative,positive,negative,positive,negative,positive,positive,negative,,,,
E0304,Employee_304,positive,negative,negative,positive,positive,negative,positive,negative,positive,positive,negative,positive,negative,positive,positive,negative,,,,
E0305,Employee_305,positive,negative,positive,positive,positive,negative,negative,positive,positive,negative,positive,negative,negative,positive,positive,negative,,,,
E0306,Employee_306,negative,positive,positive,negative,negative,negative,negative,negative,negative,negative,positive,negative,negative,negative,positive,negative,,,,
E0307,Employee_307,positive,negative,negative,positive,negative,negative,negative,positive,positive,negative,negative,positive,negative,negative,negative,negative,,,,
E0308,Employee_308,negative,positive,negative,positive,positive,positive,positive,positive,negative,positive,positive,negative,negative,negative,negative,positive,,,,
E0309,Employee_309,negative,negative,positive,negative,negative,positive,positive,positive,negative,negative,positive,positive,positive,negative,positive,positive,,,,
E0310,Employee_310,positive,positive,positive,negative,positive,positive,positive,positive,negative,positive,negative,negative,negative,positive,positive,negative,,,,
E0311,Employee_311,negative,negative,negative,negative,negative,positive,positive,negative,negative,positive,positive,positive,negative,negative,positive,negative,,,,
E0312,Employee_312,positive,negative,positive,positive,positive,positive,positive,positive,negative,positive,positive,negative,positive,negative,negative,positive,,,,
E0313,Employee_313,positive,negative,negative,negative,negative,negative,positive,negative,positive,positive,positive,negative,negative,negative,negative,negative,,,,
E0314,Employee_314,negative,positive,positive,negative,negative,positive,negative,negative,negative,negative,negative,positive,positive,positive,positive,positive,,,,
E0315,Employee_315,positive,positive,positive,negative,positive,positive,positive,positive,positive,positive,negative,positive,negative,negative,positive,positive,,,,
E0316,Employee_316,positive,positive,positive,positive,positive,positive,negative,positive,negative,negative,positive,positive,positive,negative,positive,negative,,,,
E0317,Employee_317,positive,positive,negative,positive,negative,positive,positive,positive,negative,negative,negative,positive,negative,positive,negative,positive,,,,
E0318,Employee_318,positive,negative,negative,negative,positive,positive,positive,negative,positive,positive,positive,negative,negative,positive,positive,negative,,,,
E0319,Employee_319,positive,positive,positive,negative,negative,positive,negative,positive,positive,negative,negative,positive,positive,negative,positive,negative,,,,
E0320,Employee_320,positive,positive,positive,negative,positive,positive,positive,negative,positive,negative,positive,positive,negative,negative,positive,negative,,,,
E0321,Employee_321,positive,positive,positive,positive,positive,negative,positive,negative,negative,positive,positive,negative,negative,negative,negative,positive,positive,,,
E0322,Employee_322,negative,positive,negative,negative,positive,negative,positive,negative,positive,positive,negative,positive,negative,negative,negative,negative,negative,,,
E0323,Employee_323,negative,negative,negative,negative,negative,negative,negative,positive,positive,positive,negative,negative,negative,negative,positive,negative,negative,,,
E0324,Employee_324,positive,positive,positive,positive,negative,negative,positive,positive,negative,negative,negative,negative,positive,positive,positive,positive,negative,,,
E0325,Employee_325,positive,positive,negative,negative,positive,positive,negative,negative,negative,negative,negative,positive,negative,negative,negative,positive,negative,,,
E0326,Employee_326,negative,negative,negative,negative,negative,positive,negative,negative,positive,negative,positive,positive,positive,negative,positive,negative,negative,,,
E0327,Employee_327,negative,positive,negative,negative,negative,positive,positive,negative,negative,negative,positive,negative,positive,positive,negative,positive,positive,,,
E0328,Employee_328,negative,positive,positive,negative,positive,negative,positive,negative,negative,positive,negative,negative,positive,positive,positive,negative,positive,,,
E0329,Employee_329,positive,negative,negative,positive,positive,positive,positive,positive,positive,positive,positive,negative,positive,negative,positive,positive,positive,,,
E0330,Employee_330,positive,positive,negative,positive,negative,positive,positive,positive,negative,positive,positive,negative,positive,positive,positive,negative,positive,,,
E0331,Employee_331,negative,negative,negative,positive,negative,positive,positive,negative,negative,negative,positive,negative,positive,negative,negative,negative,positive,,,
E0332,Employee_332,positive,positive,negative,negative,positive,positive,positive,positive,negative,negative,negative,positive,positive,negative,positive,negative,negative,,,
E0333,Employee_333,negative,negative,negative,negative,positive,positive,positive,positive,negative,positive,negative,positive,negative,positive,negative,negative,positive,,,
E0334,Employee_334,negative,negative,negative,positive,positive,positive,positive,negative,positive,negative,positive,negative,positive,negative,negative,negative,negative,,,
E0335,Employee_335,negative,positive,positive,positive,negative,positive,positive,negative,negative,positive,negative,negative,negative,positive,negative,negative,negative,,,
E0336,Employee_336,negative,negative,negative,positive,positive,negative,positive,negative,negative,negative,positive,positive,positive,negative,negative,positive,negative,,,
E0337,Employee_337,positive,positive,negative,negative,positive,negative,positive,positive,positive,negative,negative,positive,negative,positive,negative,positive,positive,,,
E0338,Employee_338,negative,positive,negative,positive,positive,negative,positive,negative,positive,negative,negative,positive,positive,negative,positive,positive,negative,,,
E0339,Employee_339,positive,positive,negative,positive,negative,positive,positive,negative,negative,positive,positive,positive,positive,negative,positive,negative,positive,,,
E0340,Employee_340,negative,negative,positive,positive,negative,negative,positive,negative,negative,negative,positive,negative,positive,negative,positive,positive,negative,,,
E0341,Employee_341,negative,positive,positive,positive,positive,positive,positive,positive,negative,negative,negative,negative,positive,positive,positive,negative,negative,negative,,
E0342,Employee_342,negative,negative,positive,positive,positive,positive,negative,negative,positive,negative,negative,positive,negative,negative,positive,negative,positive,negative,,
E0343,Employee_343,negative,positive,negative,negative,positive,negative,positive,positive,negative,negative,positive,positive,negative,negative,positive,negative,negative,positive,,
E0344,Employee_344,negative,positive,positive,negative,positive,negative,positive,negative,negative,positive,negative,positive,negative,negative,negative,negative,positive,positive,,
E0345,Employee_345,positive,positive,negative,negative,positive,positive,negative,negative,negative,negative,positive,positive,positive,negative,positive,negative,negative,positive,,
E0346,Employee_346,positive,positive,negative,negative,positive,negative,positive,positive,negative,positive,positive,positive,positive,negative,positive,negative,negative,positive,,
E0347,Employee_347,positive,positive,positive,positive,negative,negative,negative,positive,negative,positive,negative,negative,negative,negative,positive,positive,positive,negative,,
E0348,Employee_348,negative,negative,positive,negative,negative,negative,positive,negative,negative,negative,positive,negative,negative,positive,negative,positive,positive,positive,,
E0349,Employee_349,positive,negative,positive,negative,positive,positive,negative,negative,negative,negative,negative,positive,negative,positive,negative,negative,negative,positive,,
E0350,Employee_350,negative,positive,negative,positive,negative,positive,positive,negative,negative,positive,positive,positive,negative,negative,positive,positive,positive,positive,,
E0351,Employee_351,positive,negative,positive,positive,negative,negative,positive,negative,positive,negative,positive,positive,positive,negative,positive,positive,positive,positive,,
E0352,Employee_352,negative,positive,positive,positive,negative,negative,negative,positive,positive,negative,negative,negative,positive,negative,negative,positive,positive,positive,,
E0353,Employee_353,positive,negative,negative,negative,positive,negative,positive,positive,negative,positive,positive,positive,negative,negative,negative,positive,positive,negative,,
E0354,Employee_354,positive,positive,negative,positive,positive,negative,negative,negative,negative,positive,positive,positive,positive,positive,positive,positive,negative,negative,,
E0355,Employee_355,negative,negative,positive,negative,negative,positive,positive,negative,positive,positive,positive,negative,positive,positive,negative,negative,negative,positive,,
E0356,Employee_356,positive,positive,positive,positive,positive,negative,positive,negative,negative,negative,negative,negative,negative,negative,negative,positive,negative,negative,,
E0357,Employee_357,positive,positive,positive,negative,negative,positive,positive,negative,positive,negative,negative,negative,negative,negative,positive,positive,negative,negative,,
E0358,Employee_358,negative,positive,negative,negative,negative,negative,positive,negative,positive,negative,positive,negative,negative,positive,positive,positive,positive,negative,,
E0359,Employee_359,positive,positive,positive,positive,negative,negative,positive,positive,negative,positive,positive,negative,negative,negative,positive,positive,positive,positive,,
E0360,Employee_360,positive,negative,negative,negative,positive,negative,negative,negative,positive,positive,positive,negative,positive,negative,negative,negative,negative,negative,,
E0361,Employee_361,positive,positive,negative,negative,negative,negative,negative,positive,negative,negative,negative,positive,negative,negative,positive,positive,positive,positive,positive,
E0362,Employee_362,negative,positive,negative,positive,negative,positive,positive,positive,negative,positive,negative,positive,positive,negative,positive,negative,positive,positive,positive,
E0363,Employee_363,positive,negative,negative,negative,negative,positive,positive,positive,negative,positive,negative,positive,positive,negative,negative,positive,positive,positive,negative,
E0364,Employee_364,negative,negative,negative,positive,negative,positive,negative,negative,positive,positive,negative,negative,negative,positive,positive,positive,negative,positive,negative,
E0365,Employee_365,positive,positive,positive,negative,negative,negative,positive,negative,negative,negative,negative,negative,negative,negative,negative,positive,positive,positive,negative,
E0366,Employee_366,positive,positive,negative,negative,negative,positive,negative,positive,positive,negative,negative,negative,positive,positive,positive,positive,positive,negative,positive,
E0367,Employee_367,negative,positive,negative,positive,positive,positive,positive,positive,negative,positive,negative,negative,positive,negative,positive,negative,negative,negative,negative,
E0368,Employee_368,positive,positive,negative,positive,positive,negative,negative,negative,positive,negative,negative,positive,negative,negative,positive,negative,negative,positive,negative,
E0369,Employee_369,negative,positive,positive,negative,positive,positive,negative,positive,positive,negative,positive,negative,negative,negative,negative,positive,negative,positive,negative,
E0370,Employee_370,negative,positive,positive,negative,negative,positive,negative,positive,negative,negative,negative,positive,positive,positive,positive,positive,negative,positive,positive,
E0371,Employee_371,positive,positive,positive,positive,positive,positive,positive,positive,negative,negative,negative,positive,negative,positive,positive,positive,positive,negative,negative,
E0372,Employee_372,negative,negative,positive,positive,negative,positive,negative,negative,negative,positive,negative,positive,negative,positive,positive,negative,positive,negative,negative,
E0373,Employee_373,negative,positive,positive,negative,positive,positive,negative,positive,positive,negative,negative,negative,negative,positive,negative,negative,negative,negative,positive,
E0374,Employee_374,positive,positive,positive,negative,positive,positive,negative,negative,negative,positive,positive,negative,negative,positive,positive,negative,negative,positive,positive,
E0375,Employee_375,negative,positive,positive,negative,negative,positive,positive,positive,negative,positive,positive,negative,negative,positive,positive,negative,negative,positive,negative,
E0376,Employee_376,positive,positive,positive,negative,positive,positive,negative,positive,positive,positive,positive,positive,negative,negative,positive,positive,negative,positive,positive,
E0377,Employee_377,positive,positive,positive,positive,negative,negative,positive,negative,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative,negative,
E0378,Employee_378,negative,negative,positive,negative,positive,negative,negative,positive,positive,positive,positive,negative,negative,positive,positive,negative,positive,positive,negative,
E0379,Employee_379,positive,negative,negative,negative,negative,negative,negative,positive,negative,positive,negative,positive,negative,negative,positive,positive,negative,positive,negative,
E0380,Employee_380,negative,negative,positive,positive,positive,negative,negative,negative,positive,positive,negative,negative,positive,positive,negative,positive,negative,negative,positive,
E0381,Employee_381,negative,positive,negative,positive,positive,positive,positive,positive,negative,negative,positive,negative,positive,positive,positive,negative,positive,negative,positive,positive
E0382,Employee_382,negative,negative,positive,negative,negative,positive,negative,positive,negative,positive,positive,positive,negative,positive,positive,positive,positive,positive,positive,positive
E0383,Employee_383,negative,positive,negative,positive,positive,positive,negative,positive,positive,negative,negative,negative,positive,positive,positive,positive,negative,negative,positive,positive
E0384,Employee_384,negative,negative,negative,positive,negative,positive,negative,negative,negative,negative,negative,positive,negative,negative,positive,positive,negative,negative,positive,negative
E0385,Employee_385,positive,negative,positive,positive,positive,positive,positive,negative,positive,negative,positive,positive,positive,positive,negative,positive,positive,negative,positive,negative
E0386,Employee_386,negative,positive,negative,negative,negative,positive,negative,negative,positive,negative,positive,negative,positive,negative,positive,positive,negative,positive,positive,positive
E0387,Employee_387,negative,negative,positive,negative,negative,negative,negative,positive,negative,positive,positive,negative,positive,positive,negative,positive,positive,positive,negative,positive
E0388,Employee_388,positive,negative,negative,negative,positive,negative,negative,negative,negative,positive,negative,negative,positive,positive,negative,positive,negative,negative,negative,positive
E0389,Employee_389,negative,positive,negative,positive,negative,positive,positive,negative,positive,negative,positive,negative,negative,positive,positive,negative,negative,negative,positive,negative
E0390,Employee_390,negative,positive,negative,positive,positive,negative,negative,positive,positive,positive,positive,positive,positive,negative,positive,positive,negative,positive,positive,negative
E0391,Employee_391,negative,negative,negative,positive,positive,negative,positive,negative,negative,negative,positive,negative,positive,negative,negative,negative,positive,positive,negative,negative
E0392,Employee_392,negative,negative,negative,positive,negative,negative,negative,negative,negative,negative,positive,positive,negative,negative,positive,positive,negative,negative,positive,positive
E0393,Employee_393,negative,negative,positive,positive,positive,positive,positive,negative,positive,positive,negative,negative,negative,positive,positive,negative,positive,negative,negative,positive
E0394,Employee_394,positive,negative,negative,positive,positive,negative,positive,positive,negative,positive,positive,positive,positive,negative,negative,positive,negative,positive,positive,negative
E0395,Employee_395,positive,negative,negative,positive,negative,positive,positive,positive,positive,positive,negative,positive,negative,positive,positive,negative,positive,positive,positive,positive
E0396,Employee_396,negative,negative,negative,negative,negative,negative,negative,positive,negative,negative,negative,positive,positive,positive,negative,positive,negative,negative,negative,negative
E0397,Employee_397,positive,positive,positive,positive,positive,positive,positive,positive,negative,negative,positive,positive,positive,positive,negative,positive,positive,negative,positive,positive
E0398,Employee_398,negative,positive,negative,negative,positive,positive,positive,positive,negative,negative,positive,positive,positive,negative,positive,positive,positive,positive,negative,positive
E0399,Employee_399,negative,negative,positive,positive,negative,negative,positive,negative,negative,negative,negative,positive,negative,positive,negative,positive,negative,positive,negative,positive
E0400,Employee_400,negative,negative,negative,positive,positive,positive,negative,positive,negative,negative,positive,negative,positive,negative,positive,positive,positive,positive,negative,negative
