sentence,label
Sometimes it's hard to align with unsupportive boss and lack of feedback. This is causing dissatisfaction.,negative
I'm disappointed by constant changes with no communication. Affects overall morale.,negative
I'm disappointed by being underpaid and the salary not being competitive. This is causing dissatisfaction.,negative
Often frustrated due to long hours and feeling burned out. Affects overall morale.,negative
I'm disappointed by constant changes with no communication. Would like to see some changes.,negative
I really appreciate the value-driven company and supportive peers culture. Fosters a sense of belonging.,positive
I feel a bit challenged working with poor leadership and lack of feedback. This is causing dissatisfaction.,negative
I've noticed issues with poor leadership and lack of feedback. Hope this improves over time.,negative
I really appreciate the opportunities for upskilling and growth path. Fosters a sense of belonging.,positive
I feel a bit challenged working with not being appreciated or valued. Affects overall morale.,negative
It's great working with how I'm recognized for my work and get feedback. Promotes healthy work-life balance.,positive
It's been difficult collaborating with not being appreciated or valued. Would like to see some changes.,negative
There are moments where being underpaid and the salary not being competitive. Would like to see some changes.,negative
Happy to have the inclusive and team-oriented culture. Promotes healthy work-life balance.,positive
Often frustrated due to not being appreciated or valued. Makes me consider leaving.,negative
Always impressed by the bonuses and great insurance options. Makes me feel valued and supported.,positive
I've learned a lot from the bonuses and great insurance options. Keeps me motivated and satisfied.,positive
I really appreciate the wellness programs and mental health support. Fosters a sense of belonging.,positive
I feel a bit challenged working with unsupportive boss and lack of feedback. Affects overall morale.,negative
There are moments where a unsafe workplace and cliquish teams. Makes me consider leaving.,negative
Always impressed by the great leadership and mentorship. Promotes healthy work-life balance.,positive
Unhappy with poor leadership and lack of feedback. Affects overall morale.,negative
I'm grateful for the wellness programs and mental health support. Encourages me to stay longer.,positive
I admire the bonuses and great insurance options. Fosters a sense of belonging.,positive
Unhappy with a toxic culture and unfair treatment. This is causing dissatisfaction.,negative
It's great working with the inclusive and team-oriented culture. Encourages me to stay longer.,positive
Often frustrated due to lack of mental health and wellness support. Would like to see some changes.,negative
It's been difficult collaborating with no growth opportunities or promotions. Makes me consider leaving.,negative
It's great working with the manager listens and open-door policy. Fosters a sense of belonging.,positive
I really appreciate the great leadership and mentorship. Keeps me motivated and satisfied.,positive
I'm disappointed by being underpaid and the salary not being competitive. Affects overall morale.,negative
I feel a bit challenged working with being underpaid and the salary not being competitive. Would like to see some changes.,negative
I admire the belongingness and open culture culture. Fosters a sense of belonging.,positive
I've learned a lot from the market-aligned pay and fair salary. Keeps me motivated and satisfied.,positive
Love the way the opportunities for upskilling and growth path. Fosters a sense of belonging.,positive
I feel a bit challenged working with not being appreciated or valued. Makes me consider leaving.,negative
I'm grateful for the employee assistance and employee assistance. Fosters a sense of belonging.,positive
I really appreciate the opportunities for upskilling and growth path. Makes me feel valued and supported.,positive
I feel a bit challenged working with no growth opportunities or promotions. Affects overall morale.,negative
Always impressed by the opportunities for upskilling and growth path. Promotes healthy work-life balance.,positive
I've noticed issues with instability with frequent leadership changes. Would like to see some changes.,negative
Always impressed by the inclusive and team-oriented culture. Fosters a sense of belonging.,positive
There are moments where a lack of diversity and unsafe workplace. Affects overall morale.,negative
I admire the wellness programs and mental health support. Fosters a sense of belonging.,positive
Happy to have the open culture and supportive peers culture. Makes me feel valued and supported.,positive
Love the way the competitive salary and good benefits. Keeps me motivated and satisfied.,positive
It's great working with the opportunities for upskilling and growth path. Makes me feel valued and supported.,positive
Sometimes it's hard to align with zero work-life integration and feeling overworking. Would like to see some changes.,negative
There are moments where not being appreciated or valued. Would like to see some changes.,negative
I'm disappointed by long hours and feeling burned out. Affects overall morale.,negative
Love the way how I'm recognized for my work and get feedback. Makes me feel valued and supported.,positive
Happy to have the competitive salary and good benefits. Fosters a sense of belonging.,positive
There are moments where constant changes with no communication. Hope this improves over time.,negative
Happy to have the opportunities for upskilling and growth path. Encourages me to stay longer.,positive
Always impressed by the bonuses and great insurance options. Promotes healthy work-life balance.,positive
Always impressed by the trusted leadership and manager listens. Promotes healthy work-life balance.,positive
Always impressed by the healthy work-life separation and healthy work-life separation. Makes me feel valued and supported.,positive
There are moments where constant changes with no communication. Would like to see some changes.,negative
Unhappy with being not paid well and the salary not being competitive. Makes me consider leaving.,negative
Love the way the bonuses and great insurance options. Makes me feel valued and supported.,positive
It's great working with the opportunities for training support and encouraging boss plans. Keeps me motivated and satisfied.,positive
Always impressed by the focus on wellness and health-first culture. Encourages me to stay longer.,positive
There are moments where no growth opportunities or promotions. This is causing dissatisfaction.,negative
I admire the bonuses and great insurance options. Fosters a sense of belonging.,positive
Always impressed by the wellness programs and mental health support. Fosters a sense of belonging.,positive
There are moments where lack of mental health and wellness support. Makes me consider leaving.,negative
Sometimes it's hard to align with poor leadership and lack of feedback. This is causing dissatisfaction.,negative
Always impressed by the flexible hours and remote work options. Promotes healthy work-life balance.,positive
I feel a bit challenged working with poor leadership and lack of feedback. Affects overall morale.,negative
I'm disappointed by a toxic culture and unfair treatment. Affects overall morale.,negative
I'm grateful for the bonuses and great insurance options. Keeps me motivated and satisfied.,positive
It's great working with the competitive salary and good benefits. Fosters a sense of belonging.,positive
I've noticed issues with poor leadership and lack of feedback. This is causing dissatisfaction.,negative
I feel a bit challenged working with poor leadership and lack of feedback. Affects overall morale.,negative
There are moments where unsupportive boss and lack of feedback. Affects overall morale.,negative
I admire the great leadership and mentorship. Keeps me motivated and satisfied.,positive
Unhappy with no growth opportunities or promotions. Would like to see some changes.,negative
Unhappy with lack of mental health and wellness support. Makes me consider leaving.,negative
Happy to have the flexible hours and remote work options. Keeps me motivated and satisfied.,positive
I really appreciate the flexible hours and remote work options. Promotes healthy work-life balance.,positive
Unhappy with not being appreciated or valued. Affects overall morale.,negative
It's been difficult collaborating with no growth opportunities or promotions. Makes me consider leaving.,negative
I'm grateful for the bonuses and great insurance options. Fosters a sense of belonging.,positive
Unhappy with poor leadership and lack of feedback. Makes me consider leaving.,negative
Always impressed by how I'm recognized for my work and get feedback. Encourages me to stay longer.,positive
Always impressed by the flexible hours and remote work options. Encourages me to stay longer.,positive
Unhappy with poor leadership and lack of feedback. Would like to see some changes.,negative
Sometimes it's hard to align with no growth opportunities or promotions. Affects overall morale.,negative
I feel a bit challenged working with being underpaid and the salary not being competitive. Hope this improves over time.,negative
I really appreciate the opportunities for upskilling and growth path. Makes me feel valued and supported.,positive
It's been difficult collaborating with lack of mental health and wellness support. Makes me consider leaving.,negative
I'm grateful for the opportunities for upskilling and growth path. Keeps me motivated and satisfied.,positive
I'm grateful for the inclusive and team-oriented culture. Promotes healthy work-life balance.,positive
I feel a bit challenged working with no professional development or promotions. Would like to see some changes.,negative
Happy to have the trusted leadership and trusted leadership. Encourages me to stay longer.,positive
I'm disappointed by no growth opportunities or promotions. Makes me consider leaving.,negative
I've learned a lot from the competitive salary and good benefits. Encourages me to stay longer.,positive
It's been difficult collaborating with long hours and feeling burned out. Hope this improves over time.,negative
I've learned a lot from the good flexibility and reasonable workload. Makes me feel valued and supported.,positive
I've learned a lot from the access to therapy and focus on wellness. Encourages me to stay longer.,positive
Happy to have the wellness programs and mental health support. Makes me feel valued and supported.,positive
Happy to have the wellness programs and mental health support. Keeps me motivated and satisfied.,positive
Unhappy with not being appreciated or valued. Would like to see some changes.,negative
It's great working with the wellness programs and mental health support. Fosters a sense of belonging.,positive
Sometimes it's hard to align with lack of mental health and wellness support. Affects overall morale.,negative
There are moments where lack of mental health and wellness support. Hope this improves over time.,negative
I admire the value-driven company and open culture culture. Promotes healthy work-life balance.,positive
It's great working with the inclusive and team-oriented culture. Keeps me motivated and satisfied.,positive
I'm grateful for the health-first culture and balanced environment. Promotes healthy work-life balance.,positive
Happy to have the inclusive and team-oriented culture. Encourages me to stay longer.,positive
It's great working with the constructive feedback and encouraging boss. Keeps me motivated and satisfied.,positive
I admire the bonuses and great insurance options. Makes me feel valued and supported.,positive
Sometimes it's hard to align with no growth opportunities or promotions. Would like to see some changes.,negative
Happy to have the time autonomy and good flexibility. Encourages me to stay longer.,positive
Always impressed by the inclusive and team-oriented culture. Keeps me motivated and satisfied.,positive
Always impressed by the extra perks and extra perks options. Encourages me to stay longer.,positive
Love the way the inclusive and team-oriented culture. Fosters a sense of belonging.,positive
I've learned a lot from the competitive salary and good benefits. Promotes healthy work-life balance.,positive
I'm disappointed by long hours and feeling burned out. Makes me consider leaving.,negative
Love the way the great leadership and mentorship. Encourages me to stay longer.,positive
I really appreciate the great leadership and mentorship. Keeps me motivated and satisfied.,positive
Happy to have the inclusive and team-oriented culture. Makes me feel valued and supported.,positive
Happy to have the competitive salary and good benefits. Makes me feel valued and supported.,positive
It's great working with the flexible hours and remote work options. Fosters a sense of belonging.,positive
I've learned a lot from the flexible hours and remote work options. Keeps me motivated and satisfied.,positive
Unhappy with constant changes with no communication. Hope this improves over time.,negative
I'm disappointed by unsupportive boss and lack of feedback. This is causing dissatisfaction.,negative
I've noticed issues with constant changes with no communication. Makes me consider leaving.,negative
Unhappy with poor leadership and lack of feedback. This is causing dissatisfaction.,negative
I feel a bit challenged working with a lack of diversity and hostile environment. This is causing dissatisfaction.,negative
Unhappy with a toxic culture and unfair treatment. Affects overall morale.,negative
It's great working with the extra perks and fair salary. Keeps me motivated and satisfied.,positive
I've noticed issues with long hours and feeling burned out. Affects overall morale.,negative
It's been difficult collaborating with lack of mental health and wellness support. Affects overall morale.,negative
There are moments where long hours and feeling burned out. Affects overall morale.,negative
I really appreciate the reasonable workload and healthy work-life separation. Keeps me motivated and satisfied.,positive
Sometimes it's hard to align with no learning path or promotions. Makes me consider leaving.,negative
I'm grateful for the wellness programs and mental health support. Promotes healthy work-life balance.,positive
Love the way how I'm recognized for my work and get feedback. Makes me feel valued and supported.,positive
I really appreciate how I'm recognized for my work and get feedback. Makes me feel valued and supported.,positive
I admire the bonuses and great insurance options. Keeps me motivated and satisfied.,positive
There are moments where lack of mental health and wellness support. Makes me consider leaving.,negative
I feel a bit challenged working with lack of mental health and wellness support. Hope this improves over time.,negative
Happy to have the wellness programs and mental health support. Fosters a sense of belonging.,positive
I've learned a lot from the inclusive and team-oriented culture. Makes me feel valued and supported.,positive
Love the way the opportunities for upskilling and growth path. Promotes healthy work-life balance.,positive
There are moments where bad supervision and lack of feedback. Makes me consider leaving.,negative
I've learned a lot from the bonuses and great insurance options. Fosters a sense of belonging.,positive
I feel a bit challenged working with poor leadership and lack of feedback. Makes me consider leaving.,negative
Happy to have the extra perks and extra perks options. Encourages me to stay longer.,positive
It's been difficult collaborating with lack of mental health and wellness support. This is causing dissatisfaction.,negative
I'm grateful for the bonuses and great insurance options. Promotes healthy work-life balance.,positive
It's been difficult collaborating with always on call and feeling no personal time. Affects overall morale.,negative
I've learned a lot from the competitive salary and good benefits. Promotes healthy work-life balance.,positive
There are moments where being underpaid and the salary not being competitive. Affects overall morale.,negative
Always impressed by the balanced environment and access to therapy. Fosters a sense of belonging.,positive
I'm grateful for the flexible hours and remote work options. Promotes healthy work-life balance.,positive
I'm disappointed by not being appreciated or valued. Affects overall morale.,negative
I feel a bit challenged working with a toxic culture and unfair treatment. Makes me consider leaving.,negative
I admire the opportunities for upskilling and growth path. Fosters a sense of belonging.,positive
I've noticed issues with lack of mental health and wellness support. Affects overall morale.,negative
Happy to have the bonuses and great insurance options. Fosters a sense of belonging.,positive
Always impressed by the inclusive and team-oriented culture. Keeps me motivated and satisfied.,positive
Sometimes it's hard to align with not being appreciated or valued. This is causing dissatisfaction.,negative
I feel a bit challenged working with bad supervision and lack of feedback. Would like to see some changes.,negative
I've learned a lot from the great leadership and mentorship. Keeps me motivated and satisfied.,positive
I've noticed issues with being lack of incentives and the salary not being competitive. Affects overall morale.,negative
I'm grateful for the flexible hours and remote work options. Encourages me to stay longer.,positive
Always impressed by the bonuses and great insurance options. Encourages me to stay longer.,positive
Unhappy with constant changes with no communication. Would like to see some changes.,negative
Always impressed by the bonuses and great insurance options. Keeps me motivated and satisfied.,positive
Sometimes it's hard to align with not being appreciated or valued. Affects overall morale.,negative
It's been difficult collaborating with poor leadership and lack of feedback. Hope this improves over time.,negative
Love the way the flexible hours and remote work options. Fosters a sense of belonging.,positive
I feel a bit challenged working with poor leadership and lack of feedback. Affects overall morale.,negative
I'm grateful for how I'm recognized for my work and get feedback. Keeps me motivated and satisfied.,positive
Sometimes it's hard to align with no personal time and feeling overworking. Hope this improves over time.,negative
It's great working with the great leadership and mentorship. Fosters a sense of belonging.,positive
It's great working with the fair salary and good benefits options. Makes me feel valued and supported.,positive
I'm grateful for the focus on wellness and focus on wellness. Keeps me motivated and satisfied.,positive
I'm disappointed by no growth opportunities or promotions. This is causing dissatisfaction.,negative
I'm grateful for the flexible hours and remote work options. Makes me feel valued and supported.,positive
It's been difficult collaborating with a toxic culture and unfair treatment. Would like to see some changes.,negative
There are moments where constant changes with no communication. Affects overall morale.,negative
I'm grateful for the bonuses and great insurance options. Promotes healthy work-life balance.,positive
Love the way the access to therapy and access to therapy. Fosters a sense of belonging.,positive
Always impressed by the inclusive and team-oriented culture. Keeps me motivated and satisfied.,positive
I've noticed issues with constant changes with no communication. Would like to see some changes.,negative
I really appreciate the bonuses and great insurance options. Keeps me motivated and satisfied.,positive
There are moments where no learning path or promotions. Hope this improves over time.,negative
Happy to have how I'm recognized for my work and get feedback. Keeps me motivated and satisfied.,positive
I feel a bit challenged working with being underpaid and the salary not being competitive. Would like to see some changes.,negative
It's great working with the great leadership and mentorship. Keeps me motivated and satisfied.,positive
Always impressed by the value-driven company and friendly environment culture. Keeps me motivated and satisfied.,positive
I feel a bit challenged working with not being appreciated or valued. This is causing dissatisfaction.,negative
Unhappy with frequent leadership changes with lack of transparency. Makes me consider leaving.,negative
Happy to have the bonuses and great insurance options. Makes me feel valued and supported.,positive
Sometimes it's hard to align with a toxic culture and unfair treatment. Affects overall morale.,negative
Happy to have the inclusive and team-oriented culture. Promotes healthy work-life balance.,positive
Unhappy with long hours and feeling burned out. This is causing dissatisfaction.,negative
Always impressed by the flexible hours and remote work options. Makes me feel valued and supported.,positive
Unhappy with constant changes with no communication. Would like to see some changes.,negative
I'm grateful for the flexible hours and remote work options. Promotes healthy work-life balance.,positive
Happy to have the wellness programs and mental health support. Makes me feel valued and supported.,positive
There are moments where poor leadership and lack of feedback. Hope this improves over time.,negative
I really appreciate how I'm recognized for my work and get feedback. Keeps me motivated and satisfied.,positive
I feel a bit challenged working with a toxic culture and unfair treatment. Makes me consider leaving.,negative
Unhappy with no learning path or promotions. This is causing dissatisfaction.,negative
I've learned a lot from the wellness programs and mental health support. Keeps me motivated and satisfied.,positive
Unhappy with not being appreciated or valued. Hope this improves over time.,negative
I've noticed issues with no growth opportunities or promotions. This is causing dissatisfaction.,negative
Always impressed by the wellness programs and mental health support. Fosters a sense of belonging.,positive
Often frustrated due to sudden restructuring with frequent leadership changes. Makes me consider leaving.,negative
Love the way the wellness programs and mental health support. Keeps me motivated and satisfied.,positive
I admire the opportunities for upskilling and growth path. Keeps me motivated and satisfied.,positive
I'm disappointed by being poor salary package and the salary not being competitive. This is causing dissatisfaction.,negative
I've learned a lot from the bonuses and great insurance options. Keeps me motivated and satisfied.,positive
I admire how I'm recognized for my work and get feedback. Makes me feel valued and supported.,positive
I've learned a lot from the inclusive and team-oriented culture. Fosters a sense of belonging.,positive
I'm disappointed by being underpaid and the salary not being competitive. Affects overall morale.,negative
I feel a bit challenged working with constant changes with no communication. Makes me consider leaving.,negative
Love the way how I'm recognized for my work and get feedback. Promotes healthy work-life balance.,positive
It's been difficult collaborating with long hours and feeling burned out. This is causing dissatisfaction.,negative
Often frustrated due to no growth opportunities or promotions. Hope this improves over time.,negative
Unhappy with poor leadership and lack of feedback. Makes me consider leaving.,negative
Love the way the wellness programs and mental health support. Keeps me motivated and satisfied.,positive
Often frustrated due to a toxic culture and unfair treatment. Makes me consider leaving.,negative
Often frustrated due to constant changes with no communication. This is causing dissatisfaction.,negative
Always impressed by the wellness programs and mental health support. Keeps me motivated and satisfied.,positive
I've learned a lot from the flexible hours and remote work options. Promotes healthy work-life balance.,positive
There are moments where poor leadership and lack of feedback. Affects overall morale.,negative
Unhappy with lack of mental health and wellness support. Makes me consider leaving.,negative
Often frustrated due to a toxic culture and unfair treatment. This is causing dissatisfaction.,negative
Always impressed by the opportunities for upskilling and growth path. Fosters a sense of belonging.,positive
Often frustrated due to not being appreciated or valued. Makes me consider leaving.,negative
Unhappy with overworking and feeling overworking. Would like to see some changes.,negative
Sometimes it's hard to align with poor leadership and lack of feedback. This is causing dissatisfaction.,negative
Unhappy with not being appreciated or valued. Makes me consider leaving.,negative
There are moments where no growth opportunities or promotions. This is causing dissatisfaction.,negative
I feel a bit challenged working with lack of mental health and wellness support. Makes me consider leaving.,negative
Love the way the great leadership and mentorship. Keeps me motivated and satisfied.,positive
I'm disappointed by not being appreciated or valued. Hope this improves over time.,negative
Love the way the opportunities for upskilling and growth path. Fosters a sense of belonging.,positive
Sometimes it's hard to align with no growth opportunities or promotions. Affects overall morale.,negative
I've noticed issues with constant changes with no communication. Would like to see some changes.,negative
It's great working with the opportunities for upskilling and growth path. Promotes healthy work-life balance.,positive
I feel a bit challenged working with constant changes with no communication. Would like to see some changes.,negative
Love the way the opportunities for upskilling and growth path. Promotes healthy work-life balance.,positive
It's great working with the opportunities for upskilling and growth path. Fosters a sense of belonging.,positive
Unhappy with lack of mental health and wellness support. Affects overall morale.,negative
Love the way the great leadership and mentorship. Fosters a sense of belonging.,positive
I've learned a lot from the great leadership and mentorship. Encourages me to stay longer.,positive
I've noticed issues with not being appreciated or valued. Hope this improves over time.,negative
It's great working with the bonuses and great insurance options. Keeps me motivated and satisfied.,positive
Happy to have the time autonomy and healthy work-life separation. Makes me feel valued and supported.,positive
Sometimes it's hard to align with poor leadership and lack of feedback. Makes me consider leaving.,negative
It's great working with the opportunities for training support and encouraging boss plans. Promotes healthy work-life balance.,positive
Unhappy with a toxic culture and unfair treatment. Affects overall morale.,negative
I'm disappointed by a cliquish teams and unsafe workplace. Would like to see some changes.,negative
I've noticed issues with not being appreciated or valued. This is causing dissatisfaction.,negative
Sometimes it's hard to align with not being appreciated or valued. Would like to see some changes.,negative
I've learned a lot from the value-driven company and friendly environment culture. Encourages me to stay longer.,positive
I'm disappointed by frequent leadership changes with lack of transparency. Makes me consider leaving.,negative
Unhappy with lack of mental health and wellness support. Affects overall morale.,negative
There are moments where a bias in decision making and unsafe workplace. Hope this improves over time.,negative
I'm disappointed by a unsafe workplace and cliquish teams. Affects overall morale.,negative
Happy to have the bonuses and great insurance options. Promotes healthy work-life balance.,positive
It's great working with the great leadership and mentorship. Keeps me motivated and satisfied.,positive
Love the way how I'm recognized for my work and get feedback. Promotes healthy work-life balance.,positive
Love the way the flexible hours and remote work options. Fosters a sense of belonging.,positive
I feel a bit challenged working with unclear policies with lack of transparency. Hope this improves over time.,negative
I've learned a lot from the manager listens and encouraging boss. Keeps me motivated and satisfied.,positive
I feel a bit challenged working with zero work-life integration and feeling zero work-life integration. Makes me consider leaving.,negative
I feel a bit challenged working with lack of mental health and wellness support. Would like to see some changes.,negative
It's been difficult collaborating with lack of mental health and wellness support. Would like to see some changes.,negative
Sometimes it's hard to align with being underpaid and the salary not being competitive. This is causing dissatisfaction.,negative
It's been difficult collaborating with not being appreciated or valued. Affects overall morale.,negative
Happy to have the opportunities for upskilling and growth path. Makes me feel valued and supported.,positive
I'm disappointed by not being appreciated or valued. Makes me consider leaving.,negative
I've learned a lot from the market-aligned pay and extra perks. Promotes healthy work-life balance.,positive
I'm grateful for how I'm recognized for my work and get feedback. Fosters a sense of belonging.,positive
I'm grateful for the opportunities for training support and training support. Promotes healthy work-life balance.,positive
Often frustrated due to no growth opportunities or promotions. Affects overall morale.,negative
I really appreciate the flexible hours and remote work options. Fosters a sense of belonging.,positive
There are moments where poor leadership and lack of feedback. Affects overall morale.,negative
I feel a bit challenged working with instability with unclear policies. Makes me consider leaving.,negative
Happy to have the well-compensated and market-aligned pay options. Fosters a sense of belonging.,positive
Sometimes it's hard to align with poor leadership and lack of feedback. Would like to see some changes.,negative
Love the way how I'm recognized for my work and get feedback. Promotes healthy work-life balance.,positive
Often frustrated due to not being appreciated or valued. Makes me consider leaving.,negative
I'm disappointed by constant changes with no communication. Affects overall morale.,negative
I've learned a lot from the great leadership and mentorship. Promotes healthy work-life balance.,positive
Unhappy with poor leadership and lack of feedback. Would like to see some changes.,negative
It's been difficult collaborating with unsupportive boss and lack of feedback. Makes me consider leaving.,negative
I'm disappointed by always on call and feeling always on call. This is causing dissatisfaction.,negative
There are moments where not being appreciated or valued. Hope this improves over time.,negative
I've learned a lot from the competitive salary and good benefits. Makes me feel valued and supported.,positive
I feel a bit challenged working with lack of mental health and wellness support. Would like to see some changes.,negative
It's great working with the wellness programs and mental health support. Promotes healthy work-life balance.,positive
Often frustrated due to lack of mental health and wellness support. Affects overall morale.,negative
I'm disappointed by frequent leadership changes with frequent leadership changes. Affects overall morale.,negative
Love the way the wellness programs and mental health support. Fosters a sense of belonging.,positive
I've noticed issues with stuck in same role or promotions. This is causing dissatisfaction.,negative
Sometimes it's hard to align with being underpaid and the salary not being competitive. Hope this improves over time.,negative
I'm disappointed by no growth opportunities or promotions. Affects overall morale.,negative
I've learned a lot from the extra perks and fair salary. Keeps me motivated and satisfied.,positive
I'm disappointed by lack of mental health and wellness support. Would like to see some changes.,negative
Happy to have the inclusive and team-oriented culture. Makes me feel valued and supported.,positive
Unhappy with lack of mental health and wellness support. Affects overall morale.,negative
Sometimes it's hard to align with a toxic culture and unfair treatment. Makes me consider leaving.,negative
Often frustrated due to a toxic culture and unfair treatment. Makes me consider leaving.,negative
Always impressed by the employee assistance and balanced environment. Keeps me motivated and satisfied.,positive
I've noticed issues with poor leadership and lack of feedback. This is causing dissatisfaction.,negative
It's great working with the trusted leadership and trusted leadership. Makes me feel valued and supported.,positive
Happy to have the inclusive and team-oriented culture. Fosters a sense of belonging.,positive
I've learned a lot from the opportunities for upskilling and growth path. Keeps me motivated and satisfied.,positive
I'm disappointed by stuck in same role or promotions. This is causing dissatisfaction.,negative
Love the way how I'm recognized for my work and get feedback. Fosters a sense of belonging.,positive
Sometimes it's hard to align with not being appreciated or valued. Would like to see some changes.,negative
I've noticed issues with poor leadership and lack of feedback. Hope this improves over time.,negative
Always impressed by the bonuses and great insurance options. Makes me feel valued and supported.,positive
I've learned a lot from how I'm recognized for my work and get feedback. Makes me feel valued and supported.,positive
Often frustrated due to a toxic culture and unfair treatment. Hope this improves over time.,negative
I've learned a lot from the bonuses and great insurance options. Encourages me to stay longer.,positive
I've learned a lot from the family-friendly schedule and good flexibility. Makes me feel valued and supported.,positive
There are moments where constant changes with no communication. Would like to see some changes.,negative
I've learned a lot from the opportunities for upskilling and growth path. Fosters a sense of belonging.,positive
I've noticed issues with a toxic culture and unfair treatment. Hope this improves over time.,negative
Sometimes it's hard to align with no growth opportunities or promotions. Hope this improves over time.,negative
Unhappy with being underpaid and the salary not being competitive. Makes me consider leaving.,negative
I've noticed issues with no growth opportunities or promotions. Makes me consider leaving.,negative
I feel a bit challenged working with poor leadership and lack of feedback. This is causing dissatisfaction.,negative
Unhappy with being underpaid and the salary not being competitive. This is causing dissatisfaction.,negative
I feel a bit challenged working with not being appreciated or valued. Would like to see some changes.,negative
I really appreciate how I'm recognized for my work and get feedback. Encourages me to stay longer.,positive
I've noticed issues with instability with lack of transparency. Makes me consider leaving.,negative
Always impressed by the bonuses and great insurance options. Encourages me to stay longer.,positive
Happy to have the bonuses and great insurance options. Encourages me to stay longer.,positive
Happy to have how I'm recognized for my work and get feedback. Fosters a sense of belonging.,positive
I've learned a lot from the opportunities for clear career ladder and training support. Fosters a sense of belonging.,positive
Happy to have how I'm recognized for my work and get feedback. Encourages me to stay longer.,positive
I feel a bit challenged working with lack of guidance and lack of feedback. Affects overall morale.,negative
I really appreciate how I'm recognized for my work and get feedback. Fosters a sense of belonging.,positive
I admire how I'm recognized for my work and get feedback. Makes me feel valued and supported.,positive
I admire the wellness programs and mental health support. Keeps me motivated and satisfied.,positive
There are moments where poor leadership and lack of feedback. Makes me consider leaving.,negative
There are moments where no time for family and feeling no personal time. Makes me consider leaving.,negative
Sometimes it's hard to align with not being appreciated or valued. Hope this improves over time.,negative
Unhappy with poor leadership and lack of feedback. Affects overall morale.,negative
Often frustrated due to being poor salary package and the salary not being competitive. Would like to see some changes.,negative
It's great working with the great leadership and mentorship. Promotes healthy work-life balance.,positive
I feel a bit challenged working with a toxic culture and unfair treatment. Hope this improves over time.,negative
I feel a bit challenged working with long hours and feeling burned out. This is causing dissatisfaction.,negative
It's been difficult collaborating with being underpaid and the salary not being competitive. Makes me consider leaving.,negative
I admire the trusted leadership and trusted leadership. Fosters a sense of belonging.,positive
There are moments where not being appreciated or valued. Hope this improves over time.,negative
Unhappy with poor leadership and lack of feedback. This is causing dissatisfaction.,negative
Unhappy with poor leadership and lack of feedback. Affects overall morale.,negative
I admire the wellness programs and mental health support. Encourages me to stay longer.,positive
Love the way how I'm recognized for my work and get feedback. Fosters a sense of belonging.,positive
It's been difficult collaborating with being underpaid and the salary not being competitive. This is causing dissatisfaction.,negative
Sometimes it's hard to align with a toxic culture and unfair treatment. Hope this improves over time.,negative
Sometimes it's hard to align with a toxic culture and unfair treatment. Would like to see some changes.,negative
There are moments where poor leadership and lack of feedback. Makes me consider leaving.,negative
There are moments where constant changes with no communication. Makes me consider leaving.,negative
I feel a bit challenged working with no learning path or promotions. Makes me consider leaving.,negative
I've learned a lot from the wellness programs and mental health support. Encourages me to stay longer.,positive
Sometimes it's hard to align with overworking and feeling always on call. Makes me consider leaving.,negative
I admire the competitive salary and good benefits. Promotes healthy work-life balance.,positive
Always impressed by the competitive salary and good benefits. Encourages me to stay longer.,positive
I really appreciate the great leadership and mentorship. Keeps me motivated and satisfied.,positive
I'm disappointed by lack of mental health and wellness support. Affects overall morale.,negative
Always impressed by the bonuses and great insurance options. Fosters a sense of belonging.,positive
It's great working with the inclusive and team-oriented culture. Keeps me motivated and satisfied.,positive
Always impressed by how I'm recognized for my work and get feedback. Promotes healthy work-life balance.,positive
It's great working with the opportunities for upskilling and growth path. Keeps me motivated and satisfied.,positive
Love the way how I'm recognized for my work and get feedback. Encourages me to stay longer.,positive
I'm grateful for the opportunities for clear career ladder and clear career ladder. Promotes healthy work-life balance.,positive
I've learned a lot from the opportunities for upskilling and growth path. Encourages me to stay longer.,positive
There are moments where no growth opportunities or promotions. Would like to see some changes.,negative
Love the way the wellness programs and mental health support. Promotes healthy work-life balance.,positive
Unhappy with poor leadership and lack of feedback. This is causing dissatisfaction.,negative
Love the way the opportunities for upskilling and growth path. Keeps me motivated and satisfied.,positive
I'm grateful for the good flexibility and reasonable workload. Encourages me to stay longer.,positive
Often frustrated due to a toxic culture and unfair treatment. Affects overall morale.,negative
It's been difficult collaborating with overworking and feeling zero work-life integration. Affects overall morale.,negative
I'm disappointed by being lack of incentives and the salary not being competitive. Hope this improves over time.,negative
I'm disappointed by a cliquish teams and hostile environment. This is causing dissatisfaction.,negative
I feel a bit challenged working with constant changes with no communication. This is causing dissatisfaction.,negative
I've learned a lot from the market-aligned pay and good benefits options. Makes me feel valued and supported.,positive
It's great working with the trusted leadership and encouraging boss. Keeps me motivated and satisfied.,positive
I'm disappointed by a toxic culture and unfair treatment. Hope this improves over time.,negative
Happy to have the bonuses and great insurance options. Encourages me to stay longer.,positive
Sometimes it's hard to align with management is clueless and lack of feedback. Makes me consider leaving.,negative
Always impressed by the bonuses and great insurance options. Encourages me to stay longer.,positive
Unhappy with no growth opportunities or promotions. Affects overall morale.,negative
Always impressed by the competitive salary and good benefits. Fosters a sense of belonging.,positive
Sometimes it's hard to align with lack of mental health and wellness support. This is causing dissatisfaction.,negative
It's great working with the competitive salary and good benefits. Fosters a sense of belonging.,positive
I feel a bit challenged working with a lack of diversity and hostile environment. Would like to see some changes.,negative
